"","date","t2m","site"
"112774",2020-01-01,4.3,"JA-477660-99999"
"112775",2020-01-01 01:00:00,6.8,"JA-477660-99999"
"112776",2020-01-01 02:00:00,7.1,"JA-477660-99999"
"112777",2020-01-01 03:00:00,7.8,"JA-477660-99999"
"112778",2020-01-01 04:00:00,8.7,"JA-477660-99999"
"112779",2020-01-01 05:00:00,9.3,"JA-477660-99999"
"112780",2020-01-01 06:00:00,9.5,"JA-477660-99999"
"112781",2020-01-01 07:00:00,9.3,"JA-477660-99999"
"112782",2020-01-01 09:00:00,7.2,"JA-477660-99999"
"112783",2020-01-01 10:00:00,6.7,"JA-477660-99999"
"112784",2020-01-01 11:00:00,7.2,"JA-477660-99999"
"112785",2020-01-01 12:00:00,6.7,"JA-477660-99999"
"112786",2020-01-01 13:00:00,6.8,"JA-477660-99999"
"112787",2020-01-01 14:00:00,5,"JA-477660-99999"
"112788",2020-01-01 15:00:00,4.4,"JA-477660-99999"
"112789",2020-01-01 16:00:00,3.5,"JA-477660-99999"
"112790",2020-01-01 17:00:00,3.3,"JA-477660-99999"
"112791",2020-01-01 18:00:00,2.8,"JA-477660-99999"
"112792",2020-01-01 19:00:00,2.4,"JA-477660-99999"
"112793",2020-01-01 20:00:00,2.6,"JA-477660-99999"
"112794",2020-01-01 21:00:00,2.2,"JA-477660-99999"
"112795",2020-01-01 22:00:00,2,"JA-477660-99999"
"112796",2020-01-01 23:00:00,2.4,"JA-477660-99999"
"112797",2020-01-02,4.4,"JA-477660-99999"
"112798",2020-01-02 01:00:00,6.9,"JA-477660-99999"
"112799",2020-01-02 02:00:00,8.8,"JA-477660-99999"
"112800",2020-01-02 03:00:00,9.6,"JA-477660-99999"
"112801",2020-01-02 04:00:00,10.4,"JA-477660-99999"
"112802",2020-01-02 06:00:00,11.6,"JA-477660-99999"
"112803",2020-01-02 07:00:00,11.7,"JA-477660-99999"
"112804",2020-01-02 08:00:00,11.3,"JA-477660-99999"
"112805",2020-01-02 09:00:00,9.2,"JA-477660-99999"
"112806",2020-01-02 10:00:00,8.3,"JA-477660-99999"
"112807",2020-01-02 11:00:00,8.3,"JA-477660-99999"
"112808",2020-01-02 12:00:00,7.3,"JA-477660-99999"
"112809",2020-01-02 13:00:00,6.6,"JA-477660-99999"
"112810",2020-01-02 14:00:00,7,"JA-477660-99999"
"112811",2020-01-02 15:00:00,6.5,"JA-477660-99999"
"112812",2020-01-02 16:00:00,6.5,"JA-477660-99999"
"112813",2020-01-02 17:00:00,6.5,"JA-477660-99999"
"112814",2020-01-02 18:00:00,6.9,"JA-477660-99999"
"112815",2020-01-02 19:00:00,6.4,"JA-477660-99999"
"112816",2020-01-02 20:00:00,7.4,"JA-477660-99999"
"112817",2020-01-02 21:00:00,6.8,"JA-477660-99999"
"112818",2020-01-02 22:00:00,7.5,"JA-477660-99999"
"112819",2020-01-02 23:00:00,6.1,"JA-477660-99999"
"112820",2020-01-03,7.4,"JA-477660-99999"
"112821",2020-01-03 01:00:00,10.9,"JA-477660-99999"
"112822",2020-01-03 02:00:00,11.2,"JA-477660-99999"
"112823",2020-01-03 03:00:00,12,"JA-477660-99999"
"112824",2020-01-03 04:00:00,12.2,"JA-477660-99999"
"112825",2020-01-03 05:00:00,12.5,"JA-477660-99999"
"112826",2020-01-03 06:00:00,13,"JA-477660-99999"
"112827",2020-01-03 07:00:00,13.3,"JA-477660-99999"
"112828",2020-01-03 08:00:00,12,"JA-477660-99999"
"112829",2020-01-03 09:00:00,11.2,"JA-477660-99999"
"112830",2020-01-03 10:00:00,10.8,"JA-477660-99999"
"112831",2020-01-03 11:00:00,9.6,"JA-477660-99999"
"112832",2020-01-03 12:00:00,7.8,"JA-477660-99999"
"112833",2020-01-03 13:00:00,6.8,"JA-477660-99999"
"112834",2020-01-03 14:00:00,5.9,"JA-477660-99999"
"112835",2020-01-03 15:00:00,5.8,"JA-477660-99999"
"112836",2020-01-03 16:00:00,5.1,"JA-477660-99999"
"112837",2020-01-03 17:00:00,5.5,"JA-477660-99999"
"112838",2020-01-03 18:00:00,4.5,"JA-477660-99999"
"112839",2020-01-03 19:00:00,4.1,"JA-477660-99999"
"112840",2020-01-03 20:00:00,3.7,"JA-477660-99999"
"112841",2020-01-03 21:00:00,3.5,"JA-477660-99999"
"112842",2020-01-03 22:00:00,3.1,"JA-477660-99999"
"112843",2020-01-03 23:00:00,3.3,"JA-477660-99999"
"112844",2020-01-04,6.1,"JA-477660-99999"
"112845",2020-01-04 01:00:00,7.9,"JA-477660-99999"
"112846",2020-01-04 02:00:00,9.7,"JA-477660-99999"
"112847",2020-01-04 03:00:00,11.3,"JA-477660-99999"
"112848",2020-01-04 04:00:00,12.2,"JA-477660-99999"
"112849",2020-01-04 05:00:00,12.4,"JA-477660-99999"
"112850",2020-01-04 06:00:00,12.8,"JA-477660-99999"
"112851",2020-01-04 07:00:00,13,"JA-477660-99999"
"112852",2020-01-04 08:00:00,11.8,"JA-477660-99999"
"112853",2020-01-04 09:00:00,10.6,"JA-477660-99999"
"112854",2020-01-04 10:00:00,9.8,"JA-477660-99999"
"112855",2020-01-04 11:00:00,9.5,"JA-477660-99999"
"112856",2020-01-04 12:00:00,9.3,"JA-477660-99999"
"112857",2020-01-04 13:00:00,7.6,"JA-477660-99999"
"112858",2020-01-04 14:00:00,6.9,"JA-477660-99999"
"112859",2020-01-04 15:00:00,7.9,"JA-477660-99999"
"112860",2020-01-04 16:00:00,6.2,"JA-477660-99999"
"112861",2020-01-04 17:00:00,6.1,"JA-477660-99999"
"112862",2020-01-04 18:00:00,5.4,"JA-477660-99999"
"112863",2020-01-04 19:00:00,6.4,"JA-477660-99999"
"112864",2020-01-04 20:00:00,6.8,"JA-477660-99999"
"112865",2020-01-04 21:00:00,6.3,"JA-477660-99999"
"112866",2020-01-04 22:00:00,6.1,"JA-477660-99999"
"112867",2020-01-04 23:00:00,5.2,"JA-477660-99999"
"112868",2020-01-05,7.1,"JA-477660-99999"
"112869",2020-01-05 01:00:00,9.5,"JA-477660-99999"
"112870",2020-01-05 02:00:00,9.9,"JA-477660-99999"
"112871",2020-01-05 03:00:00,9.7,"JA-477660-99999"
"112872",2020-01-05 04:00:00,11.3,"JA-477660-99999"
"112873",2020-01-05 06:00:00,11,"JA-477660-99999"
"112874",2020-01-05 07:00:00,11.4,"JA-477660-99999"
"112875",2020-01-05 08:00:00,10.7,"JA-477660-99999"
"112876",2020-01-05 09:00:00,9.6,"JA-477660-99999"
"112877",2020-01-05 10:00:00,8.5,"JA-477660-99999"
"112878",2020-01-05 11:00:00,8.7,"JA-477660-99999"
"112879",2020-01-05 12:00:00,8.1,"JA-477660-99999"
"112880",2020-01-05 13:00:00,7.4,"JA-477660-99999"
"112881",2020-01-05 14:00:00,6.7,"JA-477660-99999"
"112882",2020-01-05 15:00:00,6.3,"JA-477660-99999"
"112883",2020-01-05 16:00:00,5.3,"JA-477660-99999"
"112884",2020-01-05 17:00:00,4,"JA-477660-99999"
"112885",2020-01-05 18:00:00,4,"JA-477660-99999"
"112886",2020-01-05 19:00:00,3.7,"JA-477660-99999"
"112887",2020-01-05 20:00:00,3.3,"JA-477660-99999"
