"","date","t2m","site"
"150108",2020-01-18 07:00:00,0.2,"LG-264290-99999"
"151127",2020-01-18 08:00:00,0.2,"LG-264290-99999"
"152125",2020-01-18 09:00:00,0.6,"LG-264290-99999"
"153127",2020-01-18 11:00:00,1,"LG-264290-99999"
"154126",2020-01-18 12:00:00,1.2,"LG-264290-99999"
"155125",2020-01-18 15:00:00,2.1,"LG-264290-99999"
"156127",2020-01-18 16:00:00,2.6,"LG-264290-99999"
"157127",2020-01-18 17:00:00,2.7,"LG-264290-99999"
"158109",2020-01-18 18:00:00,1.6,"LG-264290-99999"
"159127",2020-01-18 21:00:00,3.7,"LG-264290-99999"
"160127",2020-01-19 00:00:00,3.6,"LG-264290-99999"
"161128",2020-01-19 03:00:00,2.9,"LG-264290-99999"
"162125",2020-01-19 05:00:00,2,"LG-264290-99999"
"163126",2020-01-19 06:00:00,1.7,"LG-264290-99999"
"164126",2020-01-19 07:00:00,1.7,"LG-264290-99999"
"165123",2020-01-19 09:00:00,3.6,"LG-264290-99999"
"166127",2020-01-19 10:00:00,4,"LG-264290-99999"
"167108",2020-01-19 11:00:00,4.5,"LG-264290-99999"
"168109",2020-01-19 12:00:00,4.6,"LG-264290-99999"
"169108",2020-01-19 14:00:00,5,"LG-264290-99999"
"170109",2020-01-19 15:00:00,4.8,"LG-264290-99999"
"171124",2020-01-19 16:00:00,4.7,"LG-264290-99999"
"172126",2020-01-19 17:00:00,5,"LG-264290-99999"
"173108",2020-01-19 18:00:00,5,"LG-264290-99999"
"174108",2020-01-19 21:00:00,3.4,"LG-264290-99999"
"175108",2020-01-19 22:00:00,3.2,"LG-264290-99999"
"176109",2020-01-19 23:00:00,3.2,"LG-264290-99999"
"177124",2020-01-20 00:00:00,3,"LG-264290-99999"
"178109",2020-01-20 03:00:00,1.7,"LG-264290-99999"
"179108",2020-01-20 05:00:00,2,"LG-264290-99999"
"180126",2020-01-20 06:00:00,2,"LG-264290-99999"
"181128",2020-01-20 07:00:00,2.2,"LG-264290-99999"
"182126",2020-01-20 08:00:00,3,"LG-264290-99999"
"183126",2020-01-20 09:00:00,3.6,"LG-264290-99999"
"184127",2020-01-20 10:00:00,4.1,"LG-264290-99999"
"185126",2020-01-20 12:00:00,5,"LG-264290-99999"
"186125",2020-01-20 13:00:00,5.1,"LG-264290-99999"
"187127",2020-01-20 14:00:00,5,"LG-264290-99999"
"188125",2020-01-20 15:00:00,3.8,"LG-264290-99999"
"189124",2020-01-20 18:00:00,4.5,"LG-264290-99999"
"190125",2020-01-20 21:00:00,5.1,"LG-264290-99999"
"191126",2020-01-20 22:00:00,5.2,"LG-264290-99999"
"192126",2020-01-20 23:00:00,5.2,"LG-264290-99999"
"193127",2020-01-21 00:00:00,5.2,"LG-264290-99999"
"194124",2020-01-21 03:00:00,5.4,"LG-264290-99999"
"195125",2020-01-21 05:00:00,5.7,"LG-264290-99999"
"196127",2020-01-21 06:00:00,5.7,"LG-264290-99999"
"197125",2020-01-21 07:00:00,5.7,"LG-264290-99999"
"198109",2020-01-21 09:00:00,6.4,"LG-264290-99999"
"199127",2020-01-21 10:00:00,6.2,"LG-264290-99999"
"200125",2020-01-21 12:00:00,6.5,"LG-264290-99999"
"201128",2020-01-21 13:00:00,6.2,"LG-264290-99999"
"202127",2020-01-21 14:00:00,6.6,"LG-264290-99999"
"203126",2020-01-21 15:00:00,6.8,"LG-264290-99999"
"204126",2020-01-21 16:00:00,6,"LG-264290-99999"
"205128",2020-01-21 17:00:00,5.7,"LG-264290-99999"
"206125",2020-01-21 18:00:00,6.1,"LG-264290-99999"
"207109",2020-01-21 19:00:00,5.5,"LG-264290-99999"
"208125",2020-01-21 21:00:00,4.4,"LG-264290-99999"
"209124",2020-01-21 22:00:00,5.1,"LG-264290-99999"
"210126",2020-01-21 23:00:00,5.6,"LG-264290-99999"
"211129",2020-01-22 00:00:00,5.7,"LG-264290-99999"
"212126",2020-01-22 01:00:00,5.7,"LG-264290-99999"
"213126",2020-01-22 02:00:00,5.1,"LG-264290-99999"
"214109",2020-01-22 03:00:00,4.3,"LG-264290-99999"
"215109",2020-01-22 05:00:00,3.7,"LG-264290-99999"
"216109",2020-01-22 06:00:00,3.7,"LG-264290-99999"
"217127",2020-01-22 08:00:00,3.6,"LG-264290-99999"
"218124",2020-01-22 09:00:00,3.6,"LG-264290-99999"
"219126",2020-01-22 11:00:00,4.5,"LG-264290-99999"
"220107",2020-01-22 12:00:00,3.2,"LG-264290-99999"
"221109",2020-01-22 13:00:00,3.7,"LG-264290-99999"
"222108",2020-01-22 14:00:00,3.5,"LG-264290-99999"
"223107",2020-01-22 15:00:00,1.5,"LG-264290-99999"
"224105",2020-01-22 16:00:00,2,"LG-264290-99999"
"225107",2020-01-22 18:00:00,2.2,"LG-264290-99999"
"226106",2020-01-22 21:00:00,0.9,"LG-264290-99999"
"227107",2020-01-22 22:00:00,0.5,"LG-264290-99999"
"228106",2020-01-23 00:00:00,0.5,"LG-264290-99999"
"229106",2020-01-23 03:00:00,0.8,"LG-264290-99999"
"230105",2020-01-23 06:00:00,0.7,"LG-264290-99999"
"231108",2020-01-23 09:00:00,1.7,"LG-264290-99999"
"232106",2020-01-23 12:00:00,3.2,"LG-264290-99999"
"233106",2020-01-23 15:00:00,2,"LG-264290-99999"
"234104",2020-01-23 18:00:00,2.6,"LG-264290-99999"
"235106",2020-01-23 21:00:00,3.3,"LG-264290-99999"
"236104",2020-01-24 00:00:00,4.2,"LG-264290-99999"
"237105",2020-01-24 03:00:00,5.5,"LG-264290-99999"
"238105",2020-01-24 06:00:00,5.7,"LG-264290-99999"
"239105",2020-01-24 09:00:00,6.1,"LG-264290-99999"
"240105",2020-01-24 12:00:00,6,"LG-264290-99999"
"241108",2020-01-24 15:00:00,6.1,"LG-264290-99999"
"242105",2020-01-24 18:00:00,5.5,"LG-264290-99999"
"243106",2020-01-24 21:00:00,5.6,"LG-264290-99999"
"244105",2020-01-25 00:00:00,5.2,"LG-264290-99999"
"245104",2020-01-25 03:00:00,4.5,"LG-264290-99999"
"246105",2020-01-25 06:00:00,3.1,"LG-264290-99999"
"247104",2020-01-25 09:00:00,3.3,"LG-264290-99999"
"248105",2020-01-25 12:00:00,4.5,"LG-264290-99999"
"249105",2020-01-25 15:00:00,3.1,"LG-264290-99999"
"250105",2020-01-25 18:00:00,1.2,"LG-264290-99999"
"251108",2020-01-25 21:00:00,0.9,"LG-264290-99999"
"252106",2020-01-26 00:00:00,0.2,"LG-264290-99999"
"253105",2020-01-26 03:00:00,0.4,"LG-264290-99999"
"254106",2020-01-26 06:00:00,2.2,"LG-264290-99999"
"255106",2020-01-26 09:00:00,4.1,"LG-264290-99999"
"256104",2020-01-26 12:00:00,5,"LG-264290-99999"
"257105",2020-01-26 15:00:00,4.4,"LG-264290-99999"
"258106",2020-01-26 18:00:00,4,"LG-264290-99999"
"259106",2020-01-26 21:00:00,3.2,"LG-264290-99999"
"260105",2020-01-27 00:00:00,2.6,"LG-264290-99999"
"261106",2020-01-27 03:00:00,2,"LG-264290-99999"
"262104",2020-01-27 06:00:00,1.7,"LG-264290-99999"
"263102",2020-01-27 09:00:00,2,"LG-264290-99999"
"264102",2020-01-27 12:00:00,2.7,"LG-264290-99999"
"265101",2020-01-27 15:00:00,2.9,"LG-264290-99999"
"266102",2020-01-27 18:00:00,2.2,"LG-264290-99999"
"267101",2020-01-27 21:00:00,1.4,"LG-264290-99999"
"268101",2020-01-28 00:00:00,1.5,"LG-264290-99999"
"269102",2020-01-28 06:00:00,-0.4,"LG-264290-99999"
"270101",2020-01-28 09:00:00,-0.3,"LG-264290-99999"
"271106",2020-01-28 12:00:00,0.1,"LG-264290-99999"
"272103",2020-01-28 15:00:00,0.4,"LG-264290-99999"
"273102",2020-01-28 18:00:00,0.7,"LG-264290-99999"
"274102",2020-01-28 21:00:00,1.8,"LG-264290-99999"
"275102",2020-01-29 00:00:00,2.2,"LG-264290-99999"
"276101",2020-01-29 03:00:00,2.8,"LG-264290-99999"
"277102",2020-01-29 06:00:00,3.1,"LG-264290-99999"
"278101",2020-01-29 09:00:00,3.1,"LG-264290-99999"
"279102",2020-01-29 12:00:00,3.2,"LG-264290-99999"
"280101",2020-01-29 15:00:00,2.4,"LG-264290-99999"
"281106",2020-01-29 18:00:00,1.6,"LG-264290-99999"
"282103",2020-01-29 21:00:00,0.2,"LG-264290-99999"
"283103",2020-01-30 00:00:00,0.6,"LG-264290-99999"
"284101",2020-01-30 03:00:00,1.2,"LG-264290-99999"
"285102",2020-01-30 06:00:00,1.5,"LG-264290-99999"
"286102",2020-01-30 09:00:00,3.1,"LG-264290-99999"
"287102",2020-01-30 12:00:00,5.1,"LG-264290-99999"
"288102",2020-01-30 15:00:00,3.9,"LG-264290-99999"
"289102",2020-01-30 18:00:00,3,"LG-264290-99999"
"290102",2020-01-30 21:00:00,1.4,"LG-264290-99999"
"291107",2020-01-31 00:00:00,2.1,"LG-264290-99999"
"292104",2020-01-31 03:00:00,1.9,"LG-264290-99999"
"293104",2020-01-31 06:00:00,2.1,"LG-264290-99999"
"294102",2020-01-31 09:00:00,2.5,"LG-264290-99999"
"295103",2020-01-31 12:00:00,3.2,"LG-264290-99999"
"296102",2020-01-31 15:00:00,3.6,"LG-264290-99999"
"297103",2020-01-31 18:00:00,3,"LG-264290-99999"
"298103",2020-01-31 21:00:00,2.9,"LG-264290-99999"
"299102",2020-02-01 00:00:00,3,"LG-264290-99999"
"300102",2020-02-01 03:00:00,3.1,"LG-264290-99999"
"301106",2020-02-01 06:00:00,3,"LG-264290-99999"
"302104",2020-02-01 09:00:00,3.8,"LG-264290-99999"
"303101",2020-02-01 12:00:00,5,"LG-264290-99999"
"304103",2020-02-01 15:00:00,7.5,"LG-264290-99999"
"305101",2020-02-01 18:00:00,7.2,"LG-264290-99999"
"306103",2020-02-01 21:00:00,7.2,"LG-264290-99999"
"307102",2020-02-02 03:00:00,7.3,"LG-264290-99999"
"308102",2020-02-02 06:00:00,5.7,"LG-264290-99999"
"309102",2020-02-02 09:00:00,6.1,"LG-264290-99999"
"310107",2020-02-02 12:00:00,5.5,"LG-264290-99999"
"311106",2020-02-02 15:00:00,5,"LG-264290-99999"
"312105",2020-02-02 18:00:00,3.2,"LG-264290-99999"
"313103",2020-02-02 21:00:00,2,"LG-264290-99999"
"314103",2020-02-03 00:00:00,1.2,"LG-264290-99999"
"315103",2020-02-03 03:00:00,2.8,"LG-264290-99999"
"316103",2020-02-03 06:00:00,2.7,"LG-264290-99999"
"317101",2020-02-03 09:00:00,3,"LG-264290-99999"
"318102",2020-02-03 12:00:00,3.7,"LG-264290-99999"
"319103",2020-02-03 15:00:00,2.7,"LG-264290-99999"
"320103",2020-02-03 17:00:00,1.2,"LG-264290-99999"
"321106",2020-02-03 18:00:00,1.2,"LG-264290-99999"
"322104",2020-02-03 21:00:00,1.2,"LG-264290-99999"
"323102",2020-02-04 00:00:00,0.2,"LG-264290-99999"
"324103",2020-02-04 01:00:00,0,"LG-264290-99999"
"325102",2020-02-04 03:00:00,-2,"LG-264290-99999"
"326103",2020-02-04 06:00:00,-2.9,"LG-264290-99999"
"327103",2020-02-04 09:00:00,-0.4,"LG-264290-99999"
"328102",2020-02-04 12:00:00,1.2,"LG-264290-99999"
"329103",2020-02-04 14:00:00,0.5,"LG-264290-99999"
"330103",2020-02-04 15:00:00,-0.5,"LG-264290-99999"
"331107",2020-02-04 18:00:00,-3.2,"LG-264290-99999"
"332104",2020-02-04 22:00:00,-4.2,"LG-264290-99999"
"333103",2020-02-04 23:00:00,NA,"LG-264290-99999"
"334103",2020-02-05 00:00:00,-5.2,"LG-264290-99999"
"335103",2020-02-05 03:00:00,-6.2,"LG-264290-99999"
"336104",2020-02-05 04:00:00,-6.2,"LG-264290-99999"
"337103",2020-02-05 06:00:00,-5.2,"LG-264290-99999"
"338103",2020-02-05 08:00:00,-3,"LG-264290-99999"
"339102",2020-02-05 09:00:00,-1.6,"LG-264290-99999"
"340104",2020-02-05 12:00:00,0.7,"LG-264290-99999"
"341106",2020-02-05 15:00:00,1.1,"LG-264290-99999"
"342105",2020-02-05 16:00:00,0.2,"LG-264290-99999"
"343102",2020-02-05 18:00:00,-0.2,"LG-264290-99999"
"344103",2020-02-05 20:00:00,0.7,"LG-264290-99999"
"345102",2020-02-05 21:00:00,1.1,"LG-264290-99999"
"346102",2020-02-05 22:00:00,1.7,"LG-264290-99999"
"347103",2020-02-06 00:00:00,2.6,"LG-264290-99999"
"348102",2020-02-06 01:00:00,2.7,"LG-264290-99999"
"349103",2020-02-06 03:00:00,3,"LG-264290-99999"
"350102",2020-02-06 06:00:00,2,"LG-264290-99999"
"351107",2020-02-06 07:00:00,2.1,"LG-264290-99999"
"352103",2020-02-06 08:00:00,2.2,"LG-264290-99999"
"353103",2020-02-06 09:00:00,1.5,"LG-264290-99999"
"354102",2020-02-06 10:00:00,0.7,"LG-264290-99999"
"355103",2020-02-06 12:00:00,0.2,"LG-264290-99999"
"356102",2020-02-06 13:00:00,-0.2,"LG-264290-99999"
"357103",2020-02-06 15:00:00,-1.7,"LG-264290-99999"
"358102",2020-02-06 16:00:00,-2.2,"LG-264290-99999"
"359102",2020-02-06 17:00:00,-2.7,"LG-264290-99999"
"360101",2020-02-06 18:00:00,-4.5,"LG-264290-99999"
"361107",2020-02-06 19:00:00,-4.7,"LG-264290-99999"
"362103",2020-02-06 20:00:00,-4.2,"LG-264290-99999"
"363102",2020-02-06 21:00:00,-4.2,"LG-264290-99999"
"364102",2020-02-06 22:00:00,-3.7,"LG-264290-99999"
"365102",2020-02-07 00:00:00,-3.4,"LG-264290-99999"
"366101",2020-02-07 01:00:00,-3.2,"LG-264290-99999"
"367103",2020-02-07 02:00:00,-3.7,"LG-264290-99999"
"368103",2020-02-07 03:00:00,-3.8,"LG-264290-99999"
"369103",2020-02-07 04:00:00,-3.9,"LG-264290-99999"
"370103",2020-02-07 05:00:00,-4,"LG-264290-99999"
"371107",2020-02-07 06:00:00,-4,"LG-264290-99999"
"372105",2020-02-07 07:00:00,-4,"LG-264290-99999"
"373103",2020-02-07 08:00:00,-3,"LG-264290-99999"
"374103",2020-02-07 09:00:00,-2.4,"LG-264290-99999"
"375102",2020-02-07 12:00:00,0.7,"LG-264290-99999"
"376103",2020-02-07 15:00:00,-0.6,"LG-264290-99999"
"377102",2020-02-07 16:00:00,-0.5,"LG-264290-99999"
"378104",2020-02-07 17:00:00,-0.5,"LG-264290-99999"
"379102",2020-02-07 18:00:00,-0.2,"LG-264290-99999"
"380103",2020-02-07 19:00:00,-0.2,"LG-264290-99999"
"381106",2020-02-07 21:00:00,-1.1,"LG-264290-99999"
"382105",2020-02-08 00:00:00,0.6,"LG-264290-99999"
"383102",2020-02-08 01:00:00,1.5,"LG-264290-99999"
"384103",2020-02-08 03:00:00,1.8,"LG-264290-99999"
"385102",2020-02-08 06:00:00,1.5,"LG-264290-99999"
"386102",2020-02-08 08:00:00,1.7,"LG-264290-99999"
"387103",2020-02-08 09:00:00,2,"LG-264290-99999"
"388102",2020-02-08 12:00:00,2.6,"LG-264290-99999"
"389102",2020-02-08 14:00:00,2.2,"LG-264290-99999"
"390103",2020-02-08 15:00:00,NA,"LG-264290-99999"
"391105",2020-02-08 18:00:00,2.1,"LG-264290-99999"
"392104",2020-02-08 21:00:00,2,"LG-264290-99999"
"393102",2020-02-08 23:00:00,1.5,"LG-264290-99999"
"394103",2020-02-09 00:00:00,1.2,"LG-264290-99999"
"395101",2020-02-09 03:00:00,-0.3,"LG-264290-99999"
"396102",2020-02-09 08:00:00,-0.2,"LG-264290-99999"
"397102",2020-02-09 09:00:00,0.5,"LG-264290-99999"
"398103",2020-02-09 10:00:00,1.7,"LG-264290-99999"
"399102",2020-02-09 11:00:00,3,"LG-264290-99999"
"400102",2020-02-09 12:00:00,4.2,"LG-264290-99999"
"401106",2020-02-09 13:00:00,4.2,"LG-264290-99999"
"402103",2020-02-09 15:00:00,3.9,"LG-264290-99999"
"403103",2020-02-09 17:00:00,3,"LG-264290-99999"
"404102",2020-02-09 18:00:00,3,"LG-264290-99999"
"405102",2020-02-09 21:00:00,2.6,"LG-264290-99999"
"406103",2020-02-09 22:00:00,2.5,"LG-264290-99999"
"407102",2020-02-09 23:00:00,2.5,"LG-264290-99999"
"408102",2020-02-10 00:00:00,2.6,"LG-264290-99999"
"409102",2020-02-10 02:00:00,3,"LG-264290-99999"
"410107",2020-02-10 03:00:00,3.1,"LG-264290-99999"
"411106",2020-02-10 05:00:00,1,"LG-264290-99999"
"412105",2020-02-10 06:00:00,1.6,"LG-264290-99999"
"413103",2020-02-10 09:00:00,2.9,"LG-264290-99999"
"414103",2020-02-10 10:00:00,3.7,"LG-264290-99999"
"415101",2020-02-10 12:00:00,5.2,"LG-264290-99999"
"416102",2020-02-10 13:00:00,6.2,"LG-264290-99999"
"417101",2020-02-10 15:00:00,6.6,"LG-264290-99999"
"418102",2020-02-10 18:00:00,5.7,"LG-264290-99999"
"419101",2020-02-10 21:00:00,4.9,"LG-264290-99999"
"420103",2020-02-11 00:00:00,4.5,"LG-264290-99999"
"421105",2020-02-11 03:00:00,3.6,"LG-264290-99999"
"422104",2020-02-11 06:00:00,2.7,"LG-264290-99999"
"423101",2020-02-11 09:00:00,3.5,"LG-264290-99999"
"424102",2020-02-11 12:00:00,3.2,"LG-264290-99999"
"425101",2020-02-11 15:00:00,1.9,"LG-264290-99999"
"426102",2020-02-11 18:00:00,2,"LG-264290-99999"
"427101",2020-02-11 21:00:00,2.2,"LG-264290-99999"
"428102",2020-02-12 00:00:00,1.1,"LG-264290-99999"
"429101",2020-02-12 03:00:00,1,"LG-264290-99999"
"430103",2020-02-12 06:00:00,1.6,"LG-264290-99999"
"431105",2020-02-12 09:00:00,3.1,"LG-264290-99999"
"432104",2020-02-12 12:00:00,4.6,"LG-264290-99999"
"433102",2020-02-12 15:00:00,3.7,"LG-264290-99999"
"434103",2020-02-12 18:00:00,2.6,"LG-264290-99999"
"435101",2020-02-12 21:00:00,1.9,"LG-264290-99999"
