"","Plot_ID","mean_offset","median_offset","equilibrium","sd_offset","sd_offset_mean_daily","amplitude_offset.95","amplitude_offset.975","amplitude_offset_mean_daily","CV_offset","slope","offset_of_maxima.95","offset_of_maxima.975","offset_of_maxima1.00","offset_of_maxima_mean_daily.95","offset_of_maxima_mean_daily.975","offset_of_maxima_mean_daily1.00","p95_daily_maxima_offset","offset_of_minima.05","offset_of_minima.025","offset_of_minima.00","offset_of_minima_mean_daily.05","offset_of_minima_mean_daily.025","offset_of_minima_mean_daily.00","p5_daily_minima_offset"
"24","32","-0.309210262050902","-0.118590672059412","282.426780297511","-0.552295384241947","-0.518068798064736","-1.47421626003336","-2.61668439210388","-4.29432197778568","2.86926022613375","0.871081289202649","-1.62383236270443","-2.1637396771356","-5.43299699356663","-1.82840742118357","-2.0127888981546","-2.22876708320177","0.980854641832718","-0.149616102671075","0.452944714968282","1.54594476164061","1.5411209398746","1.81023779420619","2.06555489458391","-1.18944912358546"
"25","30","0.183343067645145","0.197447874002251","285.535529375151","-0.565185590191917","-0.534503235292653","-1.56861055445205","-2.6726685963294","-5.14764284519711","3.06480752819559","0.85746109544768","-1.37865735444831","-1.90799678627081","-4.11265624736461","-1.56817277043614","-1.84571488857278","-2.14773544676962","1.16230737620292","0.189953200003742","0.764671810058587","2.27731295794189","2.24216800047833","2.62065839581922","2.99990739842748","-1.36226880160804"
"26","24","-2.36819533436348","-2.63530716844681","266.904925168944","-0.142149890195276","-0.0811340773541214","-2.12224460474414","-3.1812134642567","-1.46200304694436","0.34213391440808","0.867475247832645","-3.61614891736627","-4.81772785074838","6.55163091144033","-2.4760490215279","-2.18571059010627","-1.84420565194789","7.63409711665327","-1.49390431262213","-1.63651438649168","-0.745560019536299","-0.908428893624026","-0.647987435040871","-0.382202605003523","-3.94130518619102"
"27","21","-1.12002483024565","-1.28605506104998","278.53579379484","-0.620593031668601","-0.612539338849346","-2.23702045660315","-4.08454610135692","-2.68261498736795","2.85138100617383","0.828163388851641","-3.09853589561533","-4.61791513491613","-3.79118363330161","-2.00663671790774","-1.78190649451228","-1.53360622839278","7.37699090938874","-0.86151543901218","-0.533369033559211","1.30454352698848","0.676641758378445","0.913890090267908","1.14900875897517","-2.40072534717522"
"28","34","-0.622824454601936","-0.630537106047314","282.174900560054","-1.17858793901183","-1.14283421427795","-3.51502622226303","-4.87565183699928","-4.15832330845344","5.71281500234814","0.796509289537917","-3.67300107580911","-4.39996507213374","-7.65938724480878","-2.3555727227567","-2.44993982449532","-2.5511237701161","1.58882038546404","-0.157974853546079","0.475686764865543","1.57010229582113","1.18929212735356","1.40202480847304","1.60719953833734","-2.31712739169756"
"29","29","-1.89577789523029","-1.9885932224509","261.468907728738","0.0420025706962539","0.0577116977478164","-0.674899395009902","-1.39752755931204","-1.78406436930776","-0.447149742565884","0.918865482024752","-2.71632917248604","-3.49416704740821","5.44221660026125","-2.89138798332479","-2.31952981726593","-1.59729042693497","6.47477953832305","-2.04142977747614","-2.09663948809617","-2.22192231713979","-0.283140605287533","-0.0430078050971409","0.18677394237279","-3.56401432176043"
"30","35","-0.144288305769738","0.00874272774464657","283.538789530886","-0.712092530002963","-0.639886613218268","-1.65066726092243","-2.84453002920333","-5.08971161973259","3.89527906329538","0.835391289494733","-1.39257777477775","-1.92841697101647","-6.98084654087756","-1.9403394544865","-2.22229172528028","-2.53644880628003","0.559112235260261","0.258089486144684","0.916113058186852","3.7843172423415","1.87932644685285","2.21966075600333","2.55326281345256","-1.52167208645486"
"31","31","-0.888246669555204","-0.730993557171729","280.635205376627","-1.19056273204236","-1.1777115499163","-3.78695492436958","-4.92253407539476","-4.18498535696418","5.8921477750347","0.805306746263807","-4.16781739259159","-4.7203920402855","-8.45430935384348","-2.6360995851185","-2.75839987122125","-2.89362211270256","0.77774001989194","-0.380862468222006","0.202142035109262","0.898248636411438","0.89449648030064","1.09302363431216","1.29136324426162","-2.08782739803149"
"32","33","0.100460139722688","0.0635258847014768","285.099431512027","-0.716653120805514","-0.657626301153505","-1.96715233012713","-3.09520769267226","-4.52458064119408","3.7043820340031","0.841503380556313","-1.81020701848314","-2.35625066276788","-4.06155206443862","-1.47029413994556","-1.68887029525166","-1.92407200738075","1.74446260610691","0.156945311643995","0.738957029904384","1.88711139693294","1.90883815107358","2.25265380391162","2.60050863381333","-1.58142437171866"
"33","22","-0.787072492542276","-0.774945623319582","279.470300642368","-0.668197776116736","-0.680989126633288","-2.32183768157284","-3.74479949602238","-5.04921620712249","3.17859908795258","0.848228161554697","-3.31027079842022","-4.66260091216765","-8.71130531083691","-2.7547775012267","-2.95039920214171","-3.17721105152149","0.465586213148095","-0.988433116847375","-0.917801416145267","1.23644992361318","1.32543603966013","1.60204983083701","1.872005155601","-2.14999892435004"
"34","28","-2.53658192467978","-2.61268374608673","266.408650943835","-0.42213159710589","-0.372804364107265","-2.10507186163909","-3.39250489473926","-3.18964605222553","1.62941479882058","0.863500892836504","-4.07432091022395","-5.12702231048229","-6.25593235188467","-3.97878284618485","-3.80875731775063","-3.56839472381136","2.73881181433853","-1.96924904858486","-1.73451741574303","-1.61080023102511","-0.790816704469518","-0.584988994383298","-0.378748671585825","-4.12768630515512"
"35","27","-2.10542828818561","-2.21692217907042","260.544537005796","0.0646634959833561","0.0586448877476507","-0.053145237105241","-0.43363311139268","-3.79373700992004","-0.615948105040452","0.912202868319961","-1.98913241554601","-2.2221731027746","-3.12112184423893","-3.28087619449957","-3.37707050296167","-3.51513768304557","1.36207823939122","-1.93598717844077","-1.78853999138192","-1.08724674231496","-0.29194146439379","-0.0086929957279594","0.278599326874474","-3.70180567741456"
"36","20","-0.97828390632553","-0.907916423375724","275.31757922041","-0.315189330737089","-0.338384528685035","-0.909086526100396","-1.52848201184764","-4.24818350797776","1.53370041486354","0.898735985555333","-2.00790094844945","-2.27246195733193","-9.69513148528944","-2.73910696316787","-2.76785033519649","-2.78778343172765","0.575792594706844","-1.09881442234905","-0.743979945484284","0.425335714501841","1.05824989188423","1.26419302140466","1.4604000762501","-1.89963772309821"
"37","16","-3.16427628828156","-2.86332863447902","268.248636513903","-0.965569495239845","-0.930655076580555","-3.55027120149759","-5.25160214114061","-5.918751205142","4.46441571745879","0.811408028010095","-5.83195506323005","-7.4178407530037","-10.7564583216226","-5.6137527408093","-5.86312685377212","-6.13997051916357","-2.71700825190632","-2.28168386173246","-2.16623861186309","-0.612386209815554","-0.723959817359602","-0.468601184724516","-0.221219314021576","-3.92868573243696"
"38","18","-1.194972272666","-1.46259488773069","277.512952670265","-0.60247352763565","-0.595096017972484","-1.75516477657987","-3.11231608823414","-3.78294773832277","2.65740237758764","0.84442923098182","-3.31323360623321","-4.58193937592841","-5.78004648147902","-2.67078395487437","-2.74966981080694","-2.83486187472227","2.20499216283477","-1.55806882965334","-1.46962328769428","-0.848737201106587","0.507126533517712","0.725918975606753","0.948085863600493","-2.91754593111992"
"39","17","-2.33956732029012","-2.22636295439267","259.655529008454","-0.296945601580634","-0.294766596101504","-1.16099685656758","-1.34779001810267","-4.47319652148393","1.24441354323199","0.906234132188216","-3.22274685733828","-3.19221341136529","-9.77150959232222","-3.88958604152417","-4.06246646177637","-4.26284766773015","-1.37480497448124","-2.0617500007707","-1.84442339326262","-1.40524261218025","-0.400387386308951","-0.0970319872754871","0.210348853753788","-3.3440656072107"
"40","13","-3.03124779560824","-2.76251817761471","268.688795318229","-0.953475453827147","-0.905136854569304","-3.69698525323645","-5.22135862082217","-5.62251822376389","4.2448937653802","0.815888296378756","-6.08159719690047","-7.28035651948414","-10.6105799829057","-5.39512039873886","-5.58997181944523","-5.797331904905","-1.97455435734846","-2.38461194366403","-2.05899789866197","0.691341995676112","-0.638876560620964","-0.403289148938908","-0.17481368114111","-3.84731058648613"
"41","23","-1.19836551501298","-1.15957879982781","273.600803433254","-0.215519218382962","-0.250596239296977","-0.358693628490073","-1.26152108251915","-5.24460845879104","0.93817227445772","0.894486334037863","-1.55568981325285","-2.22377724895819","-7.50316449284981","-3.36027171089397","-3.54448672802937","-3.75361595925457","-0.638946580578488","-1.19699618476278","-0.962256166439033","1.75584800159197","1.00986756723483","1.25212198558669","1.49099249953647","-2.45306074727562"
"42","12","-2.53130936411182","-2.56457748827924","265.240239061258","-0.444427071880896","-0.382399947682814","-1.36474016675976","-2.16545275165282","-3.961437875261","1.79382139089806","0.870929904003978","-3.9487959744676","-4.42812256250073","-9.43508372386015","-3.93802656830351","-4.04071886058707","-4.14857141954316","0.540539270950046","-2.58405580770784","-2.26266981084791","-1.71957621198248","-0.668951460984731","-0.424670067256067","-0.187133544282153","-3.96494687487574"
"43","14","-1.79279559043744","-1.82021773219407","267.032542884753","-0.230788382271726","-0.210938145194663","-0.47124494663899","-0.817905309918899","-4.5787269721305","0.961001170791846","0.895778507047377","-2.1130554588164","-2.38428454546118","-8.17943680629048","-3.22409636759449","-3.42125892228488","-3.64052244164187","-0.0502756791225555","-1.64181051217741","-1.56637923554229","2.42525831673737","0.167800361537189","0.545480340771978","0.93820453048863","-3.147132007586"
"44","19","-0.821797315469825","-0.801614023709135","278.697671358564","-0.585908031445045","-0.569465142702261","-2.31331070881515","-3.65338078328614","-3.6118539197534","2.76457480728232","0.86821191871741","-3.2252151015087","-4.46049014647224","-6.2881358674465","-2.22337685005281","-2.21422960821538","-2.19169155487399","2.66085811537306","-0.911904392693543","-0.8071093631861","-0.330520956189275","0.994516181606991","1.21390199916644","1.42016236487942","-2.00558681980657"
"45","15","-2.83659942805226","-2.7243989545361","267.622870676996","-0.766649180201548","-0.721325756365366","-2.64921322922544","-3.62288202353756","-5.0112163529612","3.31443711393576","0.838119746816248","-5.25061413293997","-6.19639475671983","-11.0398831869015","-5.05329971087382","-5.21420519450716","-5.37566737898427","-1.56056243355453","-2.60140090371453","-2.57351273318227","-1.58177784057921","-0.794183843511795","-0.581885729529008","-0.364451026023067","-3.79988312893147"
"46","25","-2.38189401694124","-2.36198318418127","268.60074210415","-0.533907684097265","-0.55575474847226","-2.06583021203909","-3.02376714143941","-4.02042341196439","2.30478500798834","0.851486540229175","-4.14141201866528","-5.35774264367541","-6.95929488344132","-3.96649016006113","-4.02464977489407","-4.07959205878985","0.726529140214158","-2.07558180662619","-2.333975502236","-1.26941691795639","-0.507011459417421","-0.275070424271356","-0.0591686468254554","-4.13273622693664"
"47","26","-2.45773292952765","-2.61387413658264","263.583030242852","-0.0755083003603989","-0.0930376076430562","-0.477666809323011","-1.35954594861732","-3.96563032376477","0.049818043169779","0.883355029892235","-2.52404876041129","-3.22168891843762","-11.0377498050897","-3.81392502154602","-3.9353339359349","-4.07263430868296","2.07443426735069","-2.04638195108828","-1.8621429698203","-0.780471102870536","-0.644760302485489","-0.374217585260939","-0.107003984918199","-4.34714890971144"
