"","site","a","v","e","err","mean_offset","median_offset","equilibrium","sd_offset","sd_offset_mean_daily","amplitude_offset.95","amplitude_offset.975","amplitude_offset_mean_daily","CV_offset","slope","offset_of_maxima.95","offset_of_maxima.975","offset_of_maxima1.00","offset_of_maxima_mean_daily.95","offset_of_maxima_mean_daily.975","offset_of_maxima_mean_daily1.00","p95_daily_maxima_offset","offset_of_minima.05","offset_of_minima.025","offset_of_minima.00","offset_of_minima_mean_daily.05","offset_of_minima_mean_daily.025","offset_of_minima_mean_daily.00","p5_daily_minima_offset"
"11","AS-948300-99999","-1","-0.3","0.6","1","-1.01438619200059","-0.938983749516987","9.89432083244344","-0.65220376880581","-0.604557573402401","-1.33443559858088","-3.39156251219393","-0.244660903666991","0.286565692332489","0.726933901427563","-1.74871531357761","-3.26675909855041","-14.0170146202425","-1.49562219955792","-1.47029800326084","-1.43873080388861","1.98406454210585","-0.414279714996733","0.124803413643519","-0.125079538858277","-1.00657183315123","-1.09767298768576","-1.19406990022162","-4.10545782611351"
"12","AS-948300-99999","-1","-0.3","1","1","-1.08583776753831","-0.969994580666098","10.422737379287","-0.838050627737016","-0.764862521632802","-2.17840858173255","-4.62216471671336","-0.498682483205012","0.450706803251807","0.659225742058052","-2.33227222998911","-4.09702080911327","-14.2363645503501","-1.74770635323957","-1.74493463297125","-1.72390270172253","1.77031607364061","-0.153863648256557","0.525143907600087","1.67070013957985","-0.993754806803022","-1.10524264647743","-1.22522021851751","-3.99529369593773"
"13","AS-948300-99999","-1","-0.5","-0.2","1","-0.981936045651863","-0.908027281563294","10.1913805223429","-0.65418773584142","-0.586399232551196","-1.94256008199641","-3.82716428498537","-0.844158144007054","0.297325108946052","0.712694442950951","-2.04664098406782","-3.26153651705287","-8.38601665545153","-1.74523885986465","-1.73745642157743","-1.73163474760375","1.70899029876862","-0.104080902071409","0.565627767932505","0.39428906472695","-0.694144988974385","-0.787535127256914","-0.887476603596696","-4.03417961030215"
"14","AS-948300-99999","-1","-0.5","-0.6","1","-1.05833317103934","-1.0077834586522","9.43526443978744","-0.541879923725265","-0.486075105484391","-1.70519220397227","-3.03831218869794","-0.278901678822218","0.173849288775136","0.746437625006862","-1.90094789561746","-2.81260544783512","-7.98653957926323","-1.50270019644155","-1.46081437061254","-1.41614857234314","1.89596927798437","-0.195755691645198","0.225706740862821","-0.716244921945661","-0.951896877568319","-1.04097369991898","-1.13724689352093","-3.83937101620865"
"15","AS-948300-99999","-1","-0.5","-1","1","-0.934578652122184","-0.880310695179816","8.97610078389672","-0.306637436761551","-0.271578583516555","-1.45690471891416","-2.00742957827981","-0.178429680015485","0.00865003793304009","0.798278777478011","-1.90585304982592","-2.47656103401009","-2.65953308961473","-1.42092813464237","-1.34756311027255","-1.25310960395658","1.89781575841498","-0.448948330911763","-0.469131455730286","-1.91322930948941","-0.85768175487225","-0.962945023817017","-1.07467992394109","-4.24070015369607"
"16","AS-948300-99999","-1","-0.5","0.2","1","-0.972053208825148","-0.857714368502737","10.6259721814696","-0.811977794125809","-0.740635136439515","-2.18150488126039","-4.32471549402158","-0.910089048197287","0.456324256313738","0.674152036858937","-2.18391667418999","-3.65747396905514","-13.7893555268862","-1.80800193951447","-1.79521642221399","-1.76884609378527","1.82569473290615","-0.00241179292959526","0.667241524966437","0.618009801188844","-0.668191887993829","-0.76026335363368","-0.85875704558798","-3.77824664731063"
"17","AS-948300-99999","-1","-0.5","0.6","1","-1.05807361062293","-0.952000310601914","10.8699393912315","-0.94542362323596","-0.875411159040095","-2.59849546597573","-4.98233831057886","-1.19240758805268","0.574361035134294","0.613726479582474","-2.42706727524622","-4.17999300507536","-16.9289124549662","-2.05225611688684","-2.06265053283116","-2.06931651424955","1.56556276227044","0.171428190729509","0.802345305503509","0.993798895345604","-0.681290107303402","-0.776265101382355","-0.876908926196868","-4.40215576526028"
"18","AS-948300-99999","-1","-0.5","1","1","-1.10694236371165","-0.988204245481853","10.9925439168921","-1.05284521515906","-0.974144825723094","-3.02201498274876","-5.39404472136723","-1.31102201879941","0.682678124513527","0.576950338692175","-2.70346051435143","-4.41257995814726","-17.3294092185207","-2.08833894859609","-2.10911523309612","-2.12615240150785","1.59092767696336","0.318554468397338","0.98146476321997","1.70756935524704","-0.639971370103892","-0.722799449366702","-0.815130382708434","-3.91883809858998"
"19","AS-948300-99999","-1","0.1","-0.2","1","-1.02401403134998","-1.01405282983529","23.8221085130423","0.736226363678543","0.708614249763857","1.93966264237292","2.96307926316168","2.78211282428611","-0.664605466097131","1.10026587271158","-0.159253464923843","0.422823526108413","4.23386063105534","-0.0109756514757442","0.158631312242855","0.345162927109829","3.47399029577234","-2.09891610729676","-2.54025573705327","-7.40076991826161","-2.10329575274319","-2.26371973418922","-2.43694989717628","-4.89072706158929"
"20","AS-948300-99999","-1","0.1","-0.6","1","-0.854734853080924","-0.943823677869959","18.0286338293031","1.14660520809098","1.06433596566875","2.28955276480781","4.5706393674551","3.40486649223123","-0.821424494887203","1.19340027511185","0.21132243508486","1.62121909926826","14.0453229799603","0.434823029812002","0.641242772005032","0.871335601008774","5.16406555346075","-2.07823032972295","-2.94942026818684","-7.99920875212997","-2.14180092252211","-2.32712227982557","-2.53353089122246","-5.20041581979172"
"21","AS-948300-99999","-1","0.1","-1","1","-0.989552464487351","-1.0914996295887","17.2612915719701","1.5202260593814","1.41480815542566","2.17096519861148","5.62714015627109","3.99513945054383","-0.994578089128013","1.27094919218063","0.000868853407308023","1.89495995051126","21.128746530502","0.681684134524785","0.90644113949475","1.1337111673226","8.48971562432583","-2.17009634520417","-3.73218020575983","-9.84868669746898","-2.52515531442739","-2.68862782290175","-2.86142828322123","-6.31773767346071"
"22","AS-948300-99999","-1","0.1","0.2","1","-1.09500207862991","-1.11599501751565","53.6758897102518","0.433479700786251","0.445721997496714","1.9606262845739","1.46092887922004","2.28101874210057","-0.520136657772102","1.02732943369835","-0.0452810448317358","-0.353287675182202","-3.52753325503026","-0.225076977208829","-0.114998367378575","-0.00311345423584694","2.42224077176313","-2.00590732940564","-1.81421655440224","-3.37343255108","-1.98162745035055","-2.12451620790294","-2.28413219633642","-4.60179918587484"
"23","AS-948300-99999","-1","0.1","0.6","1","-1.02122508571672","-1.00969309417776","-1.22048825156014","0.0924890995870786","0.105810660790595","1.19172693446408","-0.058884451314519","1.89323851806655","-0.298649761312707","0.931136079371265","-0.273928569416661","-1.26164850113993","-10.7937213026074","-0.447386698330019","-0.368272360234551","-0.279327087198219","2.56893132266736","-1.46565550388074","-1.20276404982541","-0.969532198474072","-1.91441577010812","-2.04247363207617","-2.17256560526477","-4.39556267774222"
"24","AS-948300-99999","-1","0.1","1","1","-1.16801088452063","-1.07387740328079","6.80903546394983","-0.239178145439524","-0.189154127583252","0.176014779977573","-1.98368979899039","1.31329165067838","-0.101325697822385","0.828235872847813","-1.04579508972196","-2.59816493761783","-15.5342821586808","-0.868365908468015","-0.804825880258369","-0.724912895380814","2.22595405902836","-1.22180986969953","-0.614475138627435","-1.18710133678261","-1.83060116853992","-1.93446907345045","-2.03820454605919","-4.62418108471193"
"25","AS-948300-99999","-1","0.3","-0.2","1","-1.01331842690132","-1.07238795200155","18.0311034434076","1.2810613313711","1.22466059569092","3.78807820660486","5.24639132658104","3.98742733005999","-0.906106259949475","1.22915482149737","0.896523265891734","1.74677213668004","11.0879384555243","0.634998243600284","0.845773538590943","1.07568607917312","5.26013973083093","-2.89155494071312","-3.49961918990099","-7.07402806136427","-2.53474246475756","-2.71437382555046","-2.91174125088687","-5.79197523780903"
"26","AS-948300-99999","-1","0.3","-0.6","1","-0.89489697561308","-0.984998872584768","16.3901364213478","1.73598899797852","1.60576266288847","3.45476153743392","6.73154054298944","4.68872174974678","-1.05626523224569","1.32178793698219","0.803559180373735","2.71993952771673","20.0671184862705","1.10278856210794","1.34314226962018","1.59016020311878","8.17847043213099","-2.65120235706018","-4.0116010152727","-9.81897459861592","-2.70715792919449","-2.89298042273845","-3.098561546628","-6.49622891450924"
"27","AS-948300-99999","-1","0.3","-1","1","-0.930997252131093","-1.16543875786701","15.6565304351574","2.34164797120973","2.16808852070995","4.59879525776769","9.2405420157173","5.34282471539842","-1.25342878054299","1.4547197910865","1.61358953836025","4.56936028296542","30.4415916419595","1.3683833502256","1.69118140756382","2.03099147946339","11.5769391151071","-2.98520571940744","-4.67118173275188","-12.3195131745663","-2.90743601879559","-3.1047097370715","-3.31183323593503","-7.579138788858"
"28","AS-948300-99999","-1","0.3","0.2","1","-1.03345415741617","-0.994846602270577","21.0267098824439","0.902072769664216","0.882809282348403","3.16810285371078","3.24221416801006","3.48200293666451","-0.745905162261308","1.1393248234039","0.822709153970635","0.387701855904218","2.84480272636478","0.316706203076067","0.500099937810447","0.704710419496864","3.09363349450603","-2.34539369974015","-2.85451231210584","-3.6361158880984","-2.4330179429728","-2.60062458961568","-2.77729251716765","-5.32434473525848"
"29","AS-948300-99999","-1","0.3","0.6","1","-1.06357834800425","-1.03100982909794","43.407041149384","0.530360859902418","0.531682531711507","2.85598105214856","1.96732179993877","2.90550212960285","-0.566535299806884","1.03569304062975","0.634461884095128","0.00723973338496364","-8.35431812805076","-0.013904217330717","0.122408851541208","0.278238071730257","3.18819443779304","-2.22151916805344","-1.9600820665538","-2.99126652128614","-2.32069918868647","-2.47114927968314","-2.62726405787259","-4.91080131328104"
"30","AS-948300-99999","-1","0.3","1","1","-1.08611997763144","-1.00444196246295","-10.835167331485","0.326094445760086","0.347770858066989","2.2506741757576","0.364224370850444","2.49125707858823","-0.457001984195452","0.955567536684753","0.0777507448946757","-1.33549418017227","-14.0839478025442","-0.184558401467801","-0.121701982123933","-0.0531832615800262","3.21572483531857","-2.17292343086292","-1.69971855102271","-0.679661510286003","-2.24799905271579","-2.39039021981154","-2.54444034016826","-5.21746871682716"
"31","AS-948300-99999","-1","0.5","-0.2","1","-0.94130194734215","-1.04003584949787","16.206873457827","1.88290516798444","1.8059533912349","5.2526330968791","7.4841976554417","5.29302027877839","-1.11372018300773","1.36235254604044","1.60417295635879","3.14296329087504","15.3698933836963","1.35481443545864","1.6269480883896","1.9107777695375","7.12904198646831","-3.64846014052031","-4.34123436456666","-7.96085474133563","-2.96551219312968","-3.16646463747658","-3.38224250924089","-6.69554810182015"
"32","AS-948300-99999","-1","0.5","-0.6","1","-0.890393820129071","-1.06032052870364","15.5125782441387","2.41978429984122","2.26832209998171","5.64267065865093","9.80195502326319","5.99831053366511","-1.26954919515755","1.46777734098472","1.85325024651504","4.34347164416808","28.3916486361883","1.72357536773808","2.04542176108084","2.38780497300256","11.7273394599848","-3.78942041213589","-5.45848337909511","-11.8032213435025","-3.22504452526571","-3.41368302558528","-3.61050556066255","-7.56289272172313"
